condition,condition_tier,target,representation,reports,min_cluster_size,min_samples,true_bugs,predicted_clusters,raw_structural_clusters,noise_points,matrix_sha256,partition_sha256,epsilon,relative_validity_hdbscan,persistence,single_cluster_correction,purity,inverse_purity,f_measure,adjusted_rand_index,pairwise_average_precision,pairwise_same_bug_pairs,pairwise_different_bug_pairs,num_overcount,num_undercount,num_completely_lost
L_f1_W5,primary_full_coverage,soxmp3__sox,BL,61,8,1,7,8,6,2,443202bc10d7af261d3fecbd7936f412b1621ba614b63920f1a4e650e744e331,16bad982427e7c8990230538ed996108e5c987787c798631492dc8e714248cfe,0.0,0.702151712202035,0.30274720959900014,False,0.93443,0.91803,0.90951,0.8416498413614075,0.908207632306291,270,1560,2,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BL,61,8,2,7,8,6,2,443202bc10d7af261d3fecbd7936f412b1621ba614b63920f1a4e650e744e331,16bad982427e7c8990230538ed996108e5c987787c798631492dc8e714248cfe,0.0,0.7010064073715507,0.2949120707938822,False,0.93443,0.91803,0.90951,0.8416498413614075,0.908207632306291,270,1560,2,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BL,61,8,3,7,8,6,2,443202bc10d7af261d3fecbd7936f412b1621ba614b63920f1a4e650e744e331,16bad982427e7c8990230538ed996108e5c987787c798631492dc8e714248cfe,0.0,0.6989007529794221,0.2884347112638893,False,0.93443,0.91803,0.90951,0.8416498413614075,0.908207632306291,270,1560,2,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BL,61,8,5,7,8,6,2,443202bc10d7af261d3fecbd7936f412b1621ba614b63920f1a4e650e744e331,16bad982427e7c8990230538ed996108e5c987787c798631492dc8e714248cfe,0.0,0.695685265754179,0.2789320381972096,False,0.93443,0.91803,0.90951,0.8416498413614075,0.908207632306291,270,1560,2,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,2,1,7,20,16,4,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,a1b9e8e4f51cef1587b80b1d35381974b6ddb652b1f68f908c458f06c5152bc6,0.0,0.6713437987877602,1.0,False,0.98361,0.54098,0.67123,0.5242709268799924,0.9292743552730823,270,1560,5,1,0
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,2,2,7,10,10,0,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,a58e7bd7ba3f52591932fbbb24ea86466eda87f7e402ccf01b1ffe3eb0270611,0.0,0.5875088237321278,1.0,False,0.90164,0.70492,0.75871,0.6319574859152116,0.9292743552730823,270,1560,4,4,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,2,3,7,13,8,5,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,799f00f24dbc3f67f6b871246828e7fba6e4384b528723970ae653488bae58d2,0.0,0.6263134979871108,1.0,False,0.90164,0.7377,0.77381,0.6333817810425423,0.9292743552730823,270,1560,4,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,2,5,7,9,6,3,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,d370208861192778eb01fa37f06247ed9fae5cfb87abf8798359b510706aa857,0.0,0.6714866438172966,1.0,False,0.90164,0.86885,0.85578,0.780069224113066,0.9292743552730823,270,1560,2,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,3,1,7,10,10,0,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,a58e7bd7ba3f52591932fbbb24ea86466eda87f7e402ccf01b1ffe3eb0270611,0.0,0.5934497043666657,1.0,False,0.90164,0.70492,0.75871,0.6319574859152116,0.9292743552730823,270,1560,4,4,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,3,2,7,10,10,0,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,a58e7bd7ba3f52591932fbbb24ea86466eda87f7e402ccf01b1ffe3eb0270611,0.0,0.5875088237321278,1.0,False,0.90164,0.70492,0.75871,0.6319574859152116,0.9292743552730823,270,1560,4,4,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,3,3,7,10,7,3,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,1590c560131877e22be3a590d77057a1aec8f29044c339c77edd368db6afdca8,0.0,0.6904801787285619,1.0,False,0.90164,0.80328,0.81479,0.7167465548232475,0.9292743552730823,270,1560,3,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,3,5,7,9,6,3,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,d370208861192778eb01fa37f06247ed9fae5cfb87abf8798359b510706aa857,0.0,0.6714866438172966,1.0,False,0.90164,0.86885,0.85578,0.780069224113066,0.9292743552730823,270,1560,2,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,4,1,7,11,8,3,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,f6ee1086d7f644af409630c56476b7c7b8820335746148afd990e063b30f0c4c,0.0,0.6360140375135102,1.0,False,0.90164,0.7377,0.77381,0.6483328139607354,0.9292743552730823,270,1560,4,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,4,2,7,11,8,3,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,f6ee1086d7f644af409630c56476b7c7b8820335746148afd990e063b30f0c4c,0.0,0.6322526555425451,1.0,False,0.90164,0.7377,0.77381,0.6483328139607354,0.9292743552730823,270,1560,4,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,4,3,7,10,7,3,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,1590c560131877e22be3a590d77057a1aec8f29044c339c77edd368db6afdca8,0.0,0.6904801787285619,1.0,False,0.90164,0.80328,0.81479,0.7167465548232475,0.9292743552730823,270,1560,3,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,4,5,7,9,6,3,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,d370208861192778eb01fa37f06247ed9fae5cfb87abf8798359b510706aa857,0.0,0.6714866438172966,1.0,False,0.90164,0.86885,0.85578,0.780069224113066,0.9292743552730823,270,1560,2,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,5,1,7,9,6,3,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,d370208861192778eb01fa37f06247ed9fae5cfb87abf8798359b510706aa857,0.0,0.6870263011904267,1.0,False,0.90164,0.86885,0.85578,0.780069224113066,0.9292743552730823,270,1560,2,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,5,2,7,9,6,3,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,d370208861192778eb01fa37f06247ed9fae5cfb87abf8798359b510706aa857,0.0,0.6857827358739403,1.0,False,0.90164,0.86885,0.85578,0.780069224113066,0.9292743552730823,270,1560,2,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,5,3,7,9,6,3,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,d370208861192778eb01fa37f06247ed9fae5cfb87abf8798359b510706aa857,0.0,0.679795994704666,1.0,False,0.90164,0.86885,0.85578,0.780069224113066,0.9292743552730823,270,1560,2,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,5,5,7,9,6,3,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,d370208861192778eb01fa37f06247ed9fae5cfb87abf8798359b510706aa857,0.0,0.6714866438172966,1.0,False,0.90164,0.86885,0.85578,0.780069224113066,0.9292743552730823,270,1560,2,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,8,1,7,5,5,0,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,77773416b2b92d702923e2a73c1b6be6795405deb67331a7c1fb8111255952dc,0.0,0.5377630296333551,0.33485772882953274,False,0.81967,0.96721,0.84653,0.7607247369404146,0.9292743552730823,270,1560,1,3,5
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,8,2,7,5,5,0,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,77773416b2b92d702923e2a73c1b6be6795405deb67331a7c1fb8111255952dc,0.0,0.5362283575567061,0.326934482653674,False,0.81967,0.96721,0.84653,0.7607247369404146,0.9292743552730823,270,1560,1,3,5
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,8,3,7,5,5,0,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,77773416b2b92d702923e2a73c1b6be6795405deb67331a7c1fb8111255952dc,0.0,0.5312351722822356,0.3209849505081369,False,0.81967,0.96721,0.84653,0.7607247369404146,0.9292743552730823,270,1560,1,3,5
L_f1_W5,primary_full_coverage,soxmp3__sox,BD4,61,8,5,7,5,5,0,1f0b371f99c149b47c8b51955a66137c8d49a59bb0ef28616202416307f44132,77773416b2b92d702923e2a73c1b6be6795405deb67331a7c1fb8111255952dc,0.0,0.5278785645090375,0.31040947645427164,False,0.81967,0.96721,0.84653,0.7607247369404146,0.9292743552730823,270,1560,1,3,5
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,2,1,7,20,16,4,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,d406876d280256603b2385b232ea2c69f15efcf29b733b3b651362d316496ec8,0.0,0.6874575804036218,1.0,False,0.98361,0.54098,0.67123,0.5242709268799924,0.9360670831401454,270,1560,5,1,0
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,2,2,7,14,10,4,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,dc138b14e8e43646f7698fc94b4f4413afb3a0a74f92e98d9befcefb52316113,0.0,0.6921013852068235,1.0,False,0.93443,0.68852,0.76731,0.6582129165437924,0.9360670831401454,270,1560,4,3,2
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,2,3,7,12,8,4,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,9f507f11839af12e24629404f587191c1ee209f473742998daccc579aeac2a07,0.0,0.6723731084788993,1.0,False,0.93443,0.78689,0.82754,0.7004753113092667,0.9360670831401454,270,1560,4,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,2,5,7,7,6,1,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,68ce072d2feb7d41a73191716d8efec97a2c4dc6523a06dc22108227e027d247,0.0,0.5688954899551877,1.0,False,0.91803,0.91803,0.9017,0.8224099978697721,0.9360670831401454,270,1560,2,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,3,1,7,14,10,4,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,dc138b14e8e43646f7698fc94b4f4413afb3a0a74f92e98d9befcefb52316113,0.0,0.69744583943358,1.0,False,0.93443,0.68852,0.76731,0.6582129165437924,0.9360670831401454,270,1560,4,3,2
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,3,2,7,14,10,4,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,dc138b14e8e43646f7698fc94b4f4413afb3a0a74f92e98d9befcefb52316113,0.0,0.6921013852068235,1.0,False,0.93443,0.68852,0.76731,0.6582129165437924,0.9360670831401454,270,1560,4,3,2
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,3,3,7,9,7,2,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,38436cfbb77fc254d8b0c76abfd455996e750822dce58aa7b0534646a1baabf3,0.0,0.7370126467927548,1.0,False,0.93443,0.85246,0.86852,0.78070701018574,0.9360670831401454,270,1560,3,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,3,5,7,7,6,1,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,68ce072d2feb7d41a73191716d8efec97a2c4dc6523a06dc22108227e027d247,0.0,0.5688954899551877,1.0,False,0.91803,0.91803,0.9017,0.8224099978697721,0.9360670831401454,270,1560,2,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,4,1,7,10,8,2,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,ede9a9a17920b83aae566d9f68d2923b79ef2d64bb0be7f279fa98f4f9c624f6,0.0,0.6773769362388126,1.0,False,0.93443,0.78689,0.82754,0.7148644437519477,0.9360670831401454,270,1560,4,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,4,2,7,10,8,2,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,ede9a9a17920b83aae566d9f68d2923b79ef2d64bb0be7f279fa98f4f9c624f6,0.0,0.674368163292947,1.0,False,0.93443,0.78689,0.82754,0.7148644437519477,0.9360670831401454,270,1560,4,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,4,3,7,9,7,2,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,38436cfbb77fc254d8b0c76abfd455996e750822dce58aa7b0534646a1baabf3,0.0,0.7370126467927548,1.0,False,0.93443,0.85246,0.86852,0.78070701018574,0.9360670831401454,270,1560,3,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,4,5,7,7,6,1,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,68ce072d2feb7d41a73191716d8efec97a2c4dc6523a06dc22108227e027d247,0.0,0.5688954899551877,1.0,False,0.91803,0.91803,0.9017,0.8224099978697721,0.9360670831401454,270,1560,2,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,5,1,7,8,6,2,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,f4088ddd2728ef002b6c0d2910c065afc39a850cbb0836c72fc0e6d999f7029e,0.0,0.7352442929831866,1.0,False,0.93443,0.91803,0.90951,0.8416498413614075,0.9360670831401454,270,1560,2,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,5,2,7,8,6,2,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,f4088ddd2728ef002b6c0d2910c065afc39a850cbb0836c72fc0e6d999f7029e,0.0,0.7347456934940177,1.0,False,0.93443,0.91803,0.90951,0.8416498413614075,0.9360670831401454,270,1560,2,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,5,3,7,8,6,2,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,f4088ddd2728ef002b6c0d2910c065afc39a850cbb0836c72fc0e6d999f7029e,0.0,0.7327189048324616,1.0,False,0.93443,0.91803,0.90951,0.8416498413614075,0.9360670831401454,270,1560,2,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,5,5,7,7,6,1,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,68ce072d2feb7d41a73191716d8efec97a2c4dc6523a06dc22108227e027d247,0.0,0.5688954899551877,1.0,False,0.91803,0.91803,0.9017,0.8224099978697721,0.9360670831401454,270,1560,2,4,4
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,8,1,7,8,6,2,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,f4088ddd2728ef002b6c0d2910c065afc39a850cbb0836c72fc0e6d999f7029e,0.0,0.7352442929831866,0.30075710591088445,False,0.93443,0.91803,0.90951,0.8416498413614075,0.9360670831401454,270,1560,2,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,8,2,7,8,6,2,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,f4088ddd2728ef002b6c0d2910c065afc39a850cbb0836c72fc0e6d999f7029e,0.0,0.7347456934940177,0.2931178835979702,False,0.93443,0.91803,0.90951,0.8416498413614075,0.9360670831401454,270,1560,2,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,8,3,7,8,6,2,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,f4088ddd2728ef002b6c0d2910c065afc39a850cbb0836c72fc0e6d999f7029e,0.0,0.7327189048324616,0.2867482373114111,False,0.93443,0.91803,0.90951,0.8416498413614075,0.9360670831401454,270,1560,2,3,3
L_f1_W5,primary_full_coverage,soxmp3__sox,BLD4,61,8,5,7,7,6,1,9edd440b220eaa114c561ef74bdb72ec126cc8f1e363e1e5397eb45b1b22be28,68ce072d2feb7d41a73191716d8efec97a2c4dc6523a06dc22108227e027d247,0.0,0.5688954899551877,0.27170120360865424,False,0.91803,0.91803,0.9017,0.8224099978697721,0.9360670831401454,270,1560,2,4,4
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,2,1,6,15,9,6,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,2b8db93a78cf2ed64649a320b0dc05d142e3e243ac6f90af6478ebc79455da3a,0.0,0.46813805664456765,1.0,False,1.0,0.70588,0.79638,0.6965438663121915,0.9597579457352423,225,1050,3,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,2,2,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.5177971102038702,0.12215738530695579,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,2,3,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.491612661588806,0.17939587048667466,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,2,5,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.47488006642172453,0.1363288512118729,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,3,1,6,8,6,2,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,246974936995b5f95dd8672a2e0f102fcb3a3139c7acbc71296f6609f8991817,0.0,0.583555205943569,0.128053835703972,False,1.0,0.92157,0.95098,0.9235382308845578,0.9597579457352423,225,1050,1,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,3,2,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.5177971102038702,0.12108626837321754,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,3,3,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.491612661588806,0.1979276675761469,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,3,5,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.47488006642172453,0.13639598990323365,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,4,1,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.578090354741812,0.19790160923662828,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,4,2,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.5177971102038702,0.18892770035809292,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,4,3,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.491612661588806,0.19544741993540315,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,4,5,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.47488006642172453,0.13839154746560028,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,5,1,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.578090354741812,0.1463092824570142,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,5,2,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.5177971102038702,0.14804757782526687,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,5,3,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.491612661588806,0.14889302639883456,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,5,5,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.47488006642172453,0.14802424107668993,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,8,1,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.578090354741812,0.5509180305939582,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,8,2,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.5177971102038702,0.5404952185851964,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,8,3,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.491612661588806,0.514329218495964,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,B,51,8,5,6,6,5,1,57e5f2e8c0d41c18c1fc33f59c8ccd591b3a7bc7a260e8dfe0433acb4abdb7aa,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.47488006642172453,0.5082972494013669,False,1.0,1.0,1.0,1.0,0.9597579457352423,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,BL,51,2,1,6,15,9,6,66c131896a128ffba87eaef4face32f755af5b5eec25a0c1660b24e368af21ae,7cdfb43418de1be51aa2b3fcc39bacfbf2bace35aa326c1996b280aaa9e97468,0.0,0.6102682436184299,1.0,False,1.0,0.70588,0.79638,0.6965438663121915,1.0,225,1050,3,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,BL,51,2,2,6,11,7,4,66c131896a128ffba87eaef4face32f755af5b5eec25a0c1660b24e368af21ae,b5fd79c76c1cfd027796f8ab0812e94e20d9b412d05d906a3b20f4172e8bb761,0.0,0.5874835549906581,0.12923079092831627,False,1.0,0.86275,0.91638,0.8456703910614525,1.0,225,1050,2,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,BL,51,2,3,6,6,5,1,66c131896a128ffba87eaef4face32f755af5b5eec25a0c1660b24e368af21ae,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.7443745237311872,0.18575679420540187,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,BL,51,2,5,6,6,5,1,66c131896a128ffba87eaef4face32f755af5b5eec25a0c1660b24e368af21ae,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.7412934948409381,0.14462796288869487,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,BL,51,3,1,6,9,7,2,66c131896a128ffba87eaef4face32f755af5b5eec25a0c1660b24e368af21ae,9e6fa159a3a7c7b0036281f2b2ba1aa3df2e94f825d0923fcc5787aef9327dda,0.0,0.698423947146118,0.14446822092168193,False,1.0,0.84314,0.90196,0.8489283847360167,1.0,225,1050,2,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,BL,51,3,2,6,6,5,1,66c131896a128ffba87eaef4face32f755af5b5eec25a0c1660b24e368af21ae,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.7706220481620335,0.12403366989876372,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,BL,51,3,3,6,6,5,1,66c131896a128ffba87eaef4face32f755af5b5eec25a0c1660b24e368af21ae,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.7443745237311872,0.20520102792947323,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
L_f3_W0,primary_full_coverage,freetype__char2svg,BL,51,3,5,6,6,5,1,66c131896a128ffba87eaef4face32f755af5b5eec25a0c1660b24e368af21ae,16aa8f52a0435862d1c98b0513280329333f4cea6186a74cdc88d6fa8ab644fc,0.0,0.7412934948409381,0.14480440893989882,False,1.0,1.0,1.0,1.0,1.0,225,1050,0,0,0
